Geslacht;Leeftijd;LeeftijdNaam;BurgerlijkeStaat;RegioS;RegioNaam;Perioden;BevolkingOp1Januari_1
Mannen;11500;15 jaar;Gehuwd;GM0397;Heemstede;2021;0
Mannen;11500;15 jaar;Gehuwd;GM0534;Hillegom;2021;0
Mannen;11500;15 jaar;Gehuwd;GM1884;Kaag en Braassem;2021;0
Mannen;11500;15 jaar;Gehuwd;GM0537;Katwijk;2021;0
Mannen;11500;15 jaar;Gehuwd;GM0546;Leiden;2021;0
Mannen;11500;15 jaar;Gehuwd;GM0547;Leiderdorp;2021;0
Mannen;11500;15 jaar;Gehuwd;GM1916;Leidschendam-Voorburg;2021;0
Mannen;11500;15 jaar;Gehuwd;GM0553;Lisse;2021;0
Mannen;11500;15 jaar;Gehuwd;GM0575;Noordwijk;2021;0
Mannen;11500;15 jaar;Gehuwd;GM0576;Noordwijkerhout;2021;0
Mannen;11500;15 jaar;Gehuwd;GM0579;Oegstgeest;2021;0
Mannen;11500;15 jaar;Gehuwd;GM1525;Teylingen;2021;0
Mannen;11500;15 jaar;Gehuwd;GM0629;Wassenaar;2021;0
Mannen;11500;15 jaar;Gehuwd;GM0473;Zandvoort;2021;0
Mannen;11500;15 jaar;Gehuwd;GM0638;Zoeterwoude;2021;0
Mannen;11500;15 jaar;Verweduwd;GM0484;Alphen aan den Rijn;2021;0
Mannen;11500;15 jaar;Verweduwd;GM0377;Bloemendaal;2021;0
Mannen;11500;15 jaar;Verweduwd;GM0392;Haarlem;2021;0
Mannen;11500;15 jaar;Verweduwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
Mannen;11500;15 jaar;Verweduwd;GM0394;Haarlemmermeer;2021;0
Mannen;11500;15 jaar;Verweduwd;GM0397;Heemstede;2021;0
Mannen;11500;15 jaar;Verweduwd;GM0534;Hillegom;2021;0
Mannen;11500;15 jaar;Verweduwd;GM1884;Kaag en Braassem;2021;0
Mannen;11500;15 jaar;Verweduwd;GM0537;Katwijk;2021;0
Mannen;11500;15 jaar;Verweduwd;GM0546;Leiden;2021;0
Mannen;11500;15 jaar;Verweduwd;GM0547;Leiderdorp;2021;0
Mannen;11500;15 jaar;Verweduwd;GM1916;Leidschendam-Voorburg;2021;0
Mannen;11500;15 jaar;Verweduwd;GM0553;Lisse;2021;0
Mannen;11500;15 jaar;Verweduwd;GM0575;Noordwijk;2021;0
Mannen;11500;15 jaar;Verweduwd;GM0576;Noordwijkerhout;2021;0
Mannen;11500;15 jaar;Verweduwd;GM0579;Oegstgeest;2021;0
Mannen;11500;15 jaar;Verweduwd;GM1525;Teylingen;2021;0
Mannen;11500;15 jaar;Verweduwd;GM0629;Wassenaar;2021;0
Mannen;11500;15 jaar;Verweduwd;GM0473;Zandvoort;2021;0
Mannen;11500;15 jaar;Verweduwd;GM0638;Zoeterwoude;2021;0
Mannen;11500;15 jaar;Gescheiden;GM0484;Alphen aan den Rijn;2021;0
Mannen;11500;15 jaar;Gescheiden;GM0377;Bloemendaal;2021;0
Mannen;11500;15 jaar;Gescheiden;GM0392;Haarlem;2021;0
Mannen;11500;15 jaar;Gescheiden;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
Mannen;11500;15 jaar;Gescheiden;GM0394;Haarlemmermeer;2021;0
Mannen;11500;15 jaar;Gescheiden;GM0397;Heemstede;2021;0
Mannen;11500;15 jaar;Gescheiden;GM0534;Hillegom;2021;0
Mannen;11500;15 jaar;Gescheiden;GM1884;Kaag en Braassem;2021;0
Mannen;11500;15 jaar;Gescheiden;GM0537;Katwijk;2021;0
Mannen;11500;15 jaar;Gescheiden;GM0546;Leiden;2021;0
Mannen;11500;15 jaar;Gescheiden;GM0547;Leiderdorp;2021;0
Mannen;11500;15 jaar;Gescheiden;GM1916;Leidschendam-Voorburg;2021;0
Mannen;11500;15 jaar;Gescheiden;GM0553;Lisse;2021;0
Mannen;11500;15 jaar;Gescheiden;GM0575;Noordwijk;2021;0
Mannen;11500;15 jaar;Gescheiden;GM0576;Noordwijkerhout;2021;0
Mannen;11500;15 jaar;Gescheiden;GM0579;Oegstgeest;2021;0
Mannen;11500;15 jaar;Gescheiden;GM1525;Teylingen;2021;0
Mannen;11500;15 jaar;Gescheiden;GM0629;Wassenaar;2021;0
Mannen;11500;15 jaar;Gescheiden;GM0473;Zandvoort;2021;0
Mannen;11500;15 jaar;Gescheiden;GM0638;Zoeterwoude;2021;0
Mannen;11600;16 jaar;Totaal burgelijke staat;GM0484;Alphen aan den Rijn;2021;698
Mannen;11600;16 jaar;Totaal burgelijke staat;GM0377;Bloemendaal;2021;181
Mannen;11600;16 jaar;Totaal burgelijke staat;GM0392;Haarlem;2021;865
Mannen;11600;16 jaar;Totaal burgelijke staat;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
Mannen;11600;16 jaar;Totaal burgelijke staat;GM0394;Haarlemmermeer;2021;1117
Mannen;11600;16 jaar;Totaal burgelijke staat;GM0397;Heemstede;2021;176
Mannen;11600;16 jaar;Totaal burgelijke staat;GM0534;Hillegom;2021;130
Mannen;11600;16 jaar;Totaal burgelijke staat;GM1884;Kaag en Braassem;2021;187
Mannen;11600;16 jaar;Totaal burgelijke staat;GM0537;Katwijk;2021;478
Mannen;11600;16 jaar;Totaal burgelijke staat;GM0546;Leiden;2021;534
Mannen;11600;16 jaar;Totaal burgelijke staat;GM0547;Leiderdorp;2021;170
Mannen;11600;16 jaar;Totaal burgelijke staat;GM1916;Leidschendam-Voorburg;2021;445
Mannen;11600;16 jaar;Totaal burgelijke staat;GM0553;Lisse;2021;140
Mannen;11600;16 jaar;Totaal burgelijke staat;GM0575;Noordwijk;2021;260
Mannen;11600;16 jaar;Totaal burgelijke staat;GM0576;Noordwijkerhout;2021;0
Mannen;11600;16 jaar;Totaal burgelijke staat;GM0579;Oegstgeest;2021;166
Mannen;11600;16 jaar;Totaal burgelijke staat;GM1525;Teylingen;2021;283
Mannen;11600;16 jaar;Totaal burgelijke staat;GM0629;Wassenaar;2021;206
Mannen;11600;16 jaar;Totaal burgelijke staat;GM0473;Zandvoort;2021;70
Mannen;11600;16 jaar;Totaal burgelijke staat;GM0638;Zoeterwoude;2021;63
Mannen;11600;16 jaar;Ongehuwd;GM0484;Alphen aan den Rijn;2021;698
Mannen;11600;16 jaar;Ongehuwd;GM0377;Bloemendaal;2021;181
Mannen;11600;16 jaar;Ongehuwd;GM0392;Haarlem;2021;865
Mannen;11600;16 jaar;Ongehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
Mannen;11600;16 jaar;Ongehuwd;GM0394;Haarlemmermeer;2021;1117
Mannen;11600;16 jaar;Ongehuwd;GM0397;Heemstede;2021;176
Mannen;11600;16 jaar;Ongehuwd;GM0534;Hillegom;2021;130
Mannen;11600;16 jaar;Ongehuwd;GM1884;Kaag en Braassem;2021;187
Mannen;11600;16 jaar;Ongehuwd;GM0537;Katwijk;2021;478
Mannen;11600;16 jaar;Ongehuwd;GM0546;Leiden;2021;534
Mannen;11600;16 jaar;Ongehuwd;GM0547;Leiderdorp;2021;170
Mannen;11600;16 jaar;Ongehuwd;GM1916;Leidschendam-Voorburg;2021;445
Mannen;11600;16 jaar;Ongehuwd;GM0553;Lisse;2021;140
Mannen;11600;16 jaar;Ongehuwd;GM0575;Noordwijk;2021;260
Mannen;11600;16 jaar;Ongehuwd;GM0576;Noordwijkerhout;2021;0
Mannen;11600;16 jaar;Ongehuwd;GM0579;Oegstgeest;2021;166
Mannen;11600;16 jaar;Ongehuwd;GM1525;Teylingen;2021;283
Mannen;11600;16 jaar;Ongehuwd;GM0629;Wassenaar;2021;206
Mannen;11600;16 jaar;Ongehuwd;GM0473;Zandvoort;2021;70
Mannen;11600;16 jaar;Ongehuwd;GM0638;Zoeterwoude;2021;63
Mannen;11600;16 jaar;Gehuwd;GM0484;Alphen aan den Rijn;2021;0
Mannen;11600;16 jaar;Gehuwd;GM0377;Bloemendaal;2021;0
Mannen;11600;16 jaar;Gehuwd;GM0392;Haarlem;2021;0
Mannen;11600;16 jaar;Gehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
Mannen;11600;16 jaar;Gehuwd;GM0394;Haarlemmermeer;2021;0
Mannen;11600;16 jaar;Gehuwd;GM0397;Heemstede;2021;0
Mannen;11600;16 jaar;Gehuwd;GM0534;Hillegom;2021;0
Mannen;11600;16 jaar;Gehuwd;GM1884;Kaag en Braassem;2021;0
Mannen;11600;16 jaar;Gehuwd;GM0537;Katwijk;2021;0
Mannen;11600;16 jaar;Gehuwd;GM0546;Leiden;2021;0
Mannen;11600;16 jaar;Gehuwd;GM0547;Leiderdorp;2021;0
Mannen;11600;16 jaar;Gehuwd;GM1916;Leidschendam-Voorburg;2021;0
Mannen;11600;16 jaar;Gehuwd;GM0553;Lisse;2021;0
Mannen;11600;16 jaar;Gehuwd;GM0575;Noordwijk;2021;0
Mannen;11600;16 jaar;Gehuwd;GM0576;Noordwijkerhout;2021;0
Mannen;11600;16 jaar;Gehuwd;GM0579;Oegstgeest;2021;0
Mannen;11600;16 jaar;Gehuwd;GM1525;Teylingen;2021;0
Mannen;11600;16 jaar;Gehuwd;GM0629;Wassenaar;2021;0
Mannen;11600;16 jaar;Gehuwd;GM0473;Zandvoort;2021;0
Mannen;11600;16 jaar;Gehuwd;GM0638;Zoeterwoude;2021;0
Mannen;11600;16 jaar;Verweduwd;GM0484;Alphen aan den Rijn;2021;0
Mannen;11600;16 jaar;Verweduwd;GM0377;Bloemendaal;2021;0
Mannen;11600;16 jaar;Verweduwd;GM0392;Haarlem;2021;0
Mannen;11600;16 jaar;Verweduwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
Mannen;11600;16 jaar;Verweduwd;GM0394;Haarlemmermeer;2021;0
Mannen;11600;16 jaar;Verweduwd;GM0397;Heemstede;2021;0
Mannen;11600;16 jaar;Verweduwd;GM0534;Hillegom;2021;0
Mannen;11600;16 jaar;Verweduwd;GM1884;Kaag en Braassem;2021;0
Mannen;11600;16 jaar;Verweduwd;GM0537;Katwijk;2021;0
Mannen;11600;16 jaar;Verweduwd;GM0546;Leiden;2021;0
Mannen;11600;16 jaar;Verweduwd;GM0547;Leiderdorp;2021;0
Mannen;11600;16 jaar;Verweduwd;GM1916;Leidschendam-Voorburg;2021;0
Mannen;11600;16 jaar;Verweduwd;GM0553;Lisse;2021;0
Mannen;11600;16 jaar;Verweduwd;GM0575;Noordwijk;2021;0
Mannen;11600;16 jaar;Verweduwd;GM0576;Noordwijkerhout;2021;0
Mannen;11600;16 jaar;Verweduwd;GM0579;Oegstgeest;2021;0
Mannen;11600;16 jaar;Verweduwd;GM1525;Teylingen;2021;0
Mannen;11600;16 jaar;Verweduwd;GM0629;Wassenaar;2021;0
Mannen;11600;16 jaar;Verweduwd;GM0473;Zandvoort;2021;0
Mannen;11600;16 jaar;Verweduwd;GM0638;Zoeterwoude;2021;0
Mannen;11600;16 jaar;Gescheiden;GM0484;Alphen aan den Rijn;2021;0
Mannen;11600;16 jaar;Gescheiden;GM0377;Bloemendaal;2021;0
Mannen;11600;16 jaar;Gescheiden;GM0392;Haarlem;2021;0
Mannen;11600;16 jaar;Gescheiden;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
Mannen;11600;16 jaar;Gescheiden;GM0394;Haarlemmermeer;2021;0
Mannen;11600;16 jaar;Gescheiden;GM0397;Heemstede;2021;0
Mannen;11600;16 jaar;Gescheiden;GM0534;Hillegom;2021;0
Mannen;11600;16 jaar;Gescheiden;GM1884;Kaag en Braassem;2021;0
Mannen;11600;16 jaar;Gescheiden;GM0537;Katwijk;2021;0
Mannen;11600;16 jaar;Gescheiden;GM0546;Leiden;2021;0
Mannen;11600;16 jaar;Gescheiden;GM0547;Leiderdorp;2021;0
Mannen;11600;16 jaar;Gescheiden;GM1916;Leidschendam-Voorburg;2021;0
Mannen;11600;16 jaar;Gescheiden;GM0553;Lisse;2021;0
Mannen;11600;16 jaar;Gescheiden;GM0575;Noordwijk;2021;0
Mannen;11600;16 jaar;Gescheiden;GM0576;Noordwijkerhout;2021;0
Mannen;11600;16 jaar;Gescheiden;GM0579;Oegstgeest;2021;0
Mannen;11600;16 jaar;Gescheiden;GM1525;Teylingen;2021;0
Mannen;11600;16 jaar;Gescheiden;GM0629;Wassenaar;2021;0
Mannen;11600;16 jaar;Gescheiden;GM0473;Zandvoort;2021;0
Mannen;11600;16 jaar;Gescheiden;GM0638;Zoeterwoude;2021;0
Mannen;11700;17 jaar;Totaal burgelijke staat;GM0484;Alphen aan den Rijn;2021;703
Mannen;11700;17 jaar;Totaal burgelijke staat;GM0377;Bloemendaal;2021;167
Mannen;11700;17 jaar;Totaal burgelijke staat;GM0392;Haarlem;2021;854
Mannen;11700;17 jaar;Totaal burgelijke staat;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
Mannen;11700;17 jaar;Totaal burgelijke staat;GM0394;Haarlemmermeer;2021;1139
Mannen;11700;17 jaar;Totaal burgelijke staat;GM0397;Heemstede;2021;161
Mannen;11700;17 jaar;Totaal burgelijke staat;GM0534;Hillegom;2021;145
Mannen;11700;17 jaar;Totaal burgelijke staat;GM1884;Kaag en Braassem;2021;155
Mannen;11700;17 jaar;Totaal burgelijke staat;GM0537;Katwijk;2021;443
Mannen;11700;17 jaar;Totaal burgelijke staat;GM0546;Leiden;2021;556
Mannen;11700;17 jaar;Totaal burgelijke staat;GM0547;Leiderdorp;2021;175
Mannen;11700;17 jaar;Totaal burgelijke staat;GM1916;Leidschendam-Voorburg;2021;434
Mannen;11700;17 jaar;Totaal burgelijke staat;GM0553;Lisse;2021;154
Mannen;11700;17 jaar;Totaal burgelijke staat;GM0575;Noordwijk;2021;281
Mannen;11700;17 jaar;Totaal burgelijke staat;GM0576;Noordwijkerhout;2021;0
Mannen;11700;17 jaar;Totaal burgelijke staat;GM0579;Oegstgeest;2021;197
Mannen;11700;17 jaar;Totaal burgelijke staat;GM1525;Teylingen;2021;266
Mannen;11700;17 jaar;Totaal burgelijke staat;GM0629;Wassenaar;2021;223
Mannen;11700;17 jaar;Totaal burgelijke staat;GM0473;Zandvoort;2021;86
Mannen;11700;17 jaar;Totaal burgelijke staat;GM0638;Zoeterwoude;2021;51
Mannen;11700;17 jaar;Ongehuwd;GM0484;Alphen aan den Rijn;2021;703
Mannen;11700;17 jaar;Ongehuwd;GM0377;Bloemendaal;2021;167
Mannen;11700;17 jaar;Ongehuwd;GM0392;Haarlem;2021;854
Mannen;11700;17 jaar;Ongehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
Mannen;11700;17 jaar;Ongehuwd;GM0394;Haarlemmermeer;2021;1139
Mannen;11700;17 jaar;Ongehuwd;GM0397;Heemstede;2021;161
Mannen;11700;17 jaar;Ongehuwd;GM0534;Hillegom;2021;145
Mannen;11700;17 jaar;Ongehuwd;GM1884;Kaag en Braassem;2021;155
Mannen;11700;17 jaar;Ongehuwd;GM0537;Katwijk;2021;443
Mannen;11700;17 jaar;Ongehuwd;GM0546;Leiden;2021;556
Mannen;11700;17 jaar;Ongehuwd;GM0547;Leiderdorp;2021;175
Mannen;11700;17 jaar;Ongehuwd;GM1916;Leidschendam-Voorburg;2021;434
Mannen;11700;17 jaar;Ongehuwd;GM0553;Lisse;2021;154
Mannen;11700;17 jaar;Ongehuwd;GM0575;Noordwijk;2021;281
Mannen;11700;17 jaar;Ongehuwd;GM0576;Noordwijkerhout;2021;0
Mannen;11700;17 jaar;Ongehuwd;GM0579;Oegstgeest;2021;197
Mannen;11700;17 jaar;Ongehuwd;GM1525;Teylingen;2021;266
Mannen;11700;17 jaar;Ongehuwd;GM0629;Wassenaar;2021;223
Mannen;11700;17 jaar;Ongehuwd;GM0473;Zandvoort;2021;86
Mannen;11700;17 jaar;Ongehuwd;GM0638;Zoeterwoude;2021;51
Mannen;11700;17 jaar;Gehuwd;GM0484;Alphen aan den Rijn;2021;0
Mannen;11700;17 jaar;Gehuwd;GM0377;Bloemendaal;2021;0
Mannen;11700;17 jaar;Gehuwd;GM0392;Haarlem;2021;0
Mannen;11700;17 jaar;Gehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
Mannen;11700;17 jaar;Gehuwd;GM0394;Haarlemmermeer;2021;0
Mannen;11700;17 jaar;Gehuwd;GM0397;Heemstede;2021;0
Mannen;11700;17 jaar;Gehuwd;GM0534;Hillegom;2021;0
Mannen;11700;17 jaar;Gehuwd;GM1884;Kaag en Braassem;2021;0
Mannen;11700;17 jaar;Gehuwd;GM0537;Katwijk;2021;0
Mannen;11700;17 jaar;Gehuwd;GM0546;Leiden;2021;0
Mannen;11700;17 jaar;Gehuwd;GM0547;Leiderdorp;2021;0
Mannen;11700;17 jaar;Gehuwd;GM1916;Leidschendam-Voorburg;2021;0
Mannen;11700;17 jaar;Gehuwd;GM0553;Lisse;2021;0
Mannen;11700;17 jaar;Gehuwd;GM0575;Noordwijk;2021;0
Mannen;11700;17 jaar;Gehuwd;GM0576;Noordwijkerhout;2021;0
Mannen;11700;17 jaar;Gehuwd;GM0579;Oegstgeest;2021;0
Mannen;11700;17 jaar;Gehuwd;GM1525;Teylingen;2021;0
Mannen;11700;17 jaar;Gehuwd;GM0629;Wassenaar;2021;0
Mannen;11700;17 jaar;Gehuwd;GM0473;Zandvoort;2021;0
Mannen;11700;17 jaar;Gehuwd;GM0638;Zoeterwoude;2021;0
Mannen;11700;17 jaar;Verweduwd;GM0484;Alphen aan den Rijn;2021;0
Mannen;11700;17 jaar;Verweduwd;GM0377;Bloemendaal;2021;0
Mannen;11700;17 jaar;Verweduwd;GM0392;Haarlem;2021;0
Mannen;11700;17 jaar;Verweduwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
Mannen;11700;17 jaar;Verweduwd;GM0394;Haarlemmermeer;2021;0
Mannen;11700;17 jaar;Verweduwd;GM0397;Heemstede;2021;0
Mannen;11700;17 jaar;Verweduwd;GM0534;Hillegom;2021;0
Mannen;11700;17 jaar;Verweduwd;GM1884;Kaag en Braassem;2021;0
Mannen;11700;17 jaar;Verweduwd;GM0537;Katwijk;2021;0
Mannen;11700;17 jaar;Verweduwd;GM0546;Leiden;2021;0
Mannen;11700;17 jaar;Verweduwd;GM0547;Leiderdorp;2021;0
Mannen;11700;17 jaar;Verweduwd;GM1916;Leidschendam-Voorburg;2021;0
Mannen;11700;17 jaar;Verweduwd;GM0553;Lisse;2021;0
Mannen;11700;17 jaar;Verweduwd;GM0575;Noordwijk;2021;0
Mannen;11700;17 jaar;Verweduwd;GM0576;Noordwijkerhout;2021;0
Mannen;11700;17 jaar;Verweduwd;GM0579;Oegstgeest;2021;0
Mannen;11700;17 jaar;Verweduwd;GM1525;Teylingen;2021;0
Mannen;11700;17 jaar;Verweduwd;GM0629;Wassenaar;2021;0
Mannen;11700;17 jaar;Verweduwd;GM0473;Zandvoort;2021;0
Mannen;11700;17 jaar;Verweduwd;GM0638;Zoeterwoude;2021;0
Mannen;11700;17 jaar;Gescheiden;GM0484;Alphen aan den Rijn;2021;0
Mannen;11700;17 jaar;Gescheiden;GM0377;Bloemendaal;2021;0
Mannen;11700;17 jaar;Gescheiden;GM0392;Haarlem;2021;0
Mannen;11700;17 jaar;Gescheiden;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
Mannen;11700;17 jaar;Gescheiden;GM0394;Haarlemmermeer;2021;0
Mannen;11700;17 jaar;Gescheiden;GM0397;Heemstede;2021;0
Mannen;11700;17 jaar;Gescheiden;GM0534;Hillegom;2021;0
Mannen;11700;17 jaar;Gescheiden;GM1884;Kaag en Braassem;2021;0
Mannen;11700;17 jaar;Gescheiden;GM0537;Katwijk;2021;0
Mannen;11700;17 jaar;Gescheiden;GM0546;Leiden;2021;0
Mannen;11700;17 jaar;Gescheiden;GM0547;Leiderdorp;2021;0
Mannen;11700;17 jaar;Gescheiden;GM1916;Leidschendam-Voorburg;2021;0
Mannen;11700;17 jaar;Gescheiden;GM0553;Lisse;2021;0
Mannen;11700;17 jaar;Gescheiden;GM0575;Noordwijk;2021;0
Mannen;11700;17 jaar;Gescheiden;GM0576;Noordwijkerhout;2021;0
Mannen;11700;17 jaar;Gescheiden;GM0579;Oegstgeest;2021;0
Mannen;11700;17 jaar;Gescheiden;GM1525;Teylingen;2021;0
Mannen;11700;17 jaar;Gescheiden;GM0629;Wassenaar;2021;0
Mannen;11700;17 jaar;Gescheiden;GM0473;Zandvoort;2021;0
Mannen;11700;17 jaar;Gescheiden;GM0638;Zoeterwoude;2021;0
Mannen;11800;18 jaar;Totaal burgelijke staat;GM0484;Alphen aan den Rijn;2021;684
Mannen;11800;18 jaar;Totaal burgelijke staat;GM0377;Bloemendaal;2021;146
Mannen;11800;18 jaar;Totaal burgelijke staat;GM0392;Haarlem;2021;843
Mannen;11800;18 jaar;Totaal burgelijke staat;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
Mannen;11800;18 jaar;Totaal burgelijke staat;GM0394;Haarlemmermeer;2021;1101
Mannen;11800;18 jaar;Totaal burgelijke staat;GM0397;Heemstede;2021;175
Mannen;11800;18 jaar;Totaal burgelijke staat;GM0534;Hillegom;2021;130
Mannen;11800;18 jaar;Totaal burgelijke staat;GM1884;Kaag en Braassem;2021;182
Mannen;11800;18 jaar;Totaal burgelijke staat;GM0537;Katwijk;2021;459
Mannen;11800;18 jaar;Totaal burgelijke staat;GM0546;Leiden;2021;681
Mannen;11800;18 jaar;Totaal burgelijke staat;GM0547;Leiderdorp;2021;167
Mannen;11800;18 jaar;Totaal burgelijke staat;GM1916;Leidschendam-Voorburg;2021;397
Mannen;11800;18 jaar;Totaal burgelijke staat;GM0553;Lisse;2021;146
Mannen;11800;18 jaar;Totaal burgelijke staat;GM0575;Noordwijk;2021;260
Mannen;11800;18 jaar;Totaal burgelijke staat;GM0576;Noordwijkerhout;2021;0
Mannen;11800;18 jaar;Totaal burgelijke staat;GM0579;Oegstgeest;2021;167
Mannen;11800;18 jaar;Totaal burgelijke staat;GM1525;Teylingen;2021;259
Mannen;11800;18 jaar;Totaal burgelijke staat;GM0629;Wassenaar;2021;185
Mannen;11800;18 jaar;Totaal burgelijke staat;GM0473;Zandvoort;2021;88
Mannen;11800;18 jaar;Totaal burgelijke staat;GM0638;Zoeterwoude;2021;60
Mannen;11800;18 jaar;Ongehuwd;GM0484;Alphen aan den Rijn;2021;684
Mannen;11800;18 jaar;Ongehuwd;GM0377;Bloemendaal;2021;146
Mannen;11800;18 jaar;Ongehuwd;GM0392;Haarlem;2021;843
Mannen;11800;18 jaar;Ongehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
Mannen;11800;18 jaar;Ongehuwd;GM0394;Haarlemmermeer;2021;1101
Mannen;11800;18 jaar;Ongehuwd;GM0397;Heemstede;2021;175
Mannen;11800;18 jaar;Ongehuwd;GM0534;Hillegom;2021;130
Mannen;11800;18 jaar;Ongehuwd;GM1884;Kaag en Braassem;2021;182
Mannen;11800;18 jaar;Ongehuwd;GM0537;Katwijk;2021;459
Mannen;11800;18 jaar;Ongehuwd;GM0546;Leiden;2021;681
Mannen;11800;18 jaar;Ongehuwd;GM0547;Leiderdorp;2021;167
Mannen;11800;18 jaar;Ongehuwd;GM1916;Leidschendam-Voorburg;2021;397
Mannen;11800;18 jaar;Ongehuwd;GM0553;Lisse;2021;146
Mannen;11800;18 jaar;Ongehuwd;GM0575;Noordwijk;2021;260
Mannen;11800;18 jaar;Ongehuwd;GM0576;Noordwijkerhout;2021;0
Mannen;11800;18 jaar;Ongehuwd;GM0579;Oegstgeest;2021;167
Mannen;11800;18 jaar;Ongehuwd;GM1525;Teylingen;2021;259
Mannen;11800;18 jaar;Ongehuwd;GM0629;Wassenaar;2021;185
Mannen;11800;18 jaar;Ongehuwd;GM0473;Zandvoort;2021;88
Mannen;11800;18 jaar;Ongehuwd;GM0638;Zoeterwoude;2021;60
Mannen;11800;18 jaar;Gehuwd;GM0484;Alphen aan den Rijn;2021;0
Mannen;11800;18 jaar;Gehuwd;GM0377;Bloemendaal;2021;0
Mannen;11800;18 jaar;Gehuwd;GM0392;Haarlem;2021;0
Mannen;11800;18 jaar;Gehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
Mannen;11800;18 jaar;Gehuwd;GM0394;Haarlemmermeer;2021;0
Mannen;11800;18 jaar;Gehuwd;GM0397;Heemstede;2021;0
Mannen;11800;18 jaar;Gehuwd;GM0534;Hillegom;2021;0
Mannen;11800;18 jaar;Gehuwd;GM1884;Kaag en Braassem;2021;0
Mannen;11800;18 jaar;Gehuwd;GM0537;Katwijk;2021;0
Mannen;11800;18 jaar;Gehuwd;GM0546;Leiden;2021;0
Mannen;11800;18 jaar;Gehuwd;GM0547;Leiderdorp;2021;0
Mannen;11800;18 jaar;Gehuwd;GM1916;Leidschendam-Voorburg;2021;0
Mannen;11800;18 jaar;Gehuwd;GM0553;Lisse;2021;0
Mannen;11800;18 jaar;Gehuwd;GM0575;Noordwijk;2021;0
Mannen;11800;18 jaar;Gehuwd;GM0576;Noordwijkerhout;2021;0
Mannen;11800;18 jaar;Gehuwd;GM0579;Oegstgeest;2021;0
Mannen;11800;18 jaar;Gehuwd;GM1525;Teylingen;2021;0
Mannen;11800;18 jaar;Gehuwd;GM0629;Wassenaar;2021;0
Mannen;11800;18 jaar;Gehuwd;GM0473;Zandvoort;2021;0
Mannen;11800;18 jaar;Gehuwd;GM0638;Zoeterwoude;2021;0
Mannen;11800;18 jaar;Verweduwd;GM0484;Alphen aan den Rijn;2021;0
Mannen;11800;18 jaar;Verweduwd;GM0377;Bloemendaal;2021;0
Mannen;11800;18 jaar;Verweduwd;GM0392;Haarlem;2021;0
Mannen;11800;18 jaar;Verweduwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
Mannen;11800;18 jaar;Verweduwd;GM0394;Haarlemmermeer;2021;0
Mannen;11800;18 jaar;Verweduwd;GM0397;Heemstede;2021;0
Mannen;11800;18 jaar;Verweduwd;GM0534;Hillegom;2021;0
Mannen;11800;18 jaar;Verweduwd;GM1884;Kaag en Braassem;2021;0
Mannen;11800;18 jaar;Verweduwd;GM0537;Katwijk;2021;0
Mannen;11800;18 jaar;Verweduwd;GM0546;Leiden;2021;0
Mannen;11800;18 jaar;Verweduwd;GM0547;Leiderdorp;2021;0
Mannen;11800;18 jaar;Verweduwd;GM1916;Leidschendam-Voorburg;2021;0
Mannen;11800;18 jaar;Verweduwd;GM0553;Lisse;2021;0
Mannen;11800;18 jaar;Verweduwd;GM0575;Noordwijk;2021;0
Mannen;11800;18 jaar;Verweduwd;GM0576;Noordwijkerhout;2021;0
Mannen;11800;18 jaar;Verweduwd;GM0579;Oegstgeest;2021;0
Mannen;11800;18 jaar;Verweduwd;GM1525;Teylingen;2021;0
Mannen;11800;18 jaar;Verweduwd;GM0629;Wassenaar;2021;0
Mannen;11800;18 jaar;Verweduwd;GM0473;Zandvoort;2021;0
Mannen;11800;18 jaar;Verweduwd;GM0638;Zoeterwoude;2021;0
Mannen;11800;18 jaar;Gescheiden;GM0484;Alphen aan den Rijn;2021;0
Mannen;11800;18 jaar;Gescheiden;GM0377;Bloemendaal;2021;0
Mannen;11800;18 jaar;Gescheiden;GM0392;Haarlem;2021;0
Mannen;11800;18 jaar;Gescheiden;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
Mannen;11800;18 jaar;Gescheiden;GM0394;Haarlemmermeer;2021;0
Mannen;11800;18 jaar;Gescheiden;GM0397;Heemstede;2021;0
Mannen;11800;18 jaar;Gescheiden;GM0534;Hillegom;2021;0
Mannen;11800;18 jaar;Gescheiden;GM1884;Kaag en Braassem;2021;0
Mannen;11800;18 jaar;Gescheiden;GM0537;Katwijk;2021;0
