Geslacht;Leeftijd;LeeftijdNaam;BurgerlijkeStaat;RegioS;RegioNaam;Perioden;BevolkingOp1Januari_1
TotaalManVrouw;10100;1 jaar;Gescheiden;GM0638;Zoeterwoude;2021;0
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM0484;Alphen aan den Rijn;2021;1092
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM0377;Bloemendaal;2021;172
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM0392;Haarlem;2021;1849
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM0394;Haarlemmermeer;2021;1507
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM0397;Heemstede;2021;297
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM0534;Hillegom;2021;233
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM1884;Kaag en Braassem;2021;248
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM0537;Katwijk;2021;828
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM0546;Leiden;2021;957
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM0547;Leiderdorp;2021;235
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM1916;Leidschendam-Voorburg;2021;793
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM0553;Lisse;2021;220
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM0575;Noordwijk;2021;419
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM0579;Oegstgeest;2021;304
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM1525;Teylingen;2021;396
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM0629;Wassenaar;2021;203
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM0473;Zandvoort;2021;138
TotaalManVrouw;10200;2 jaar;Totaal burgelijke staat;GM0638;Zoeterwoude;2021;89
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM0484;Alphen aan den Rijn;2021;1092
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM0377;Bloemendaal;2021;172
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM0392;Haarlem;2021;1849
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM0394;Haarlemmermeer;2021;1507
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM0397;Heemstede;2021;297
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM0534;Hillegom;2021;233
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM1884;Kaag en Braassem;2021;248
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM0537;Katwijk;2021;828
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM0546;Leiden;2021;957
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM0547;Leiderdorp;2021;235
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM1916;Leidschendam-Voorburg;2021;793
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM0553;Lisse;2021;220
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM0575;Noordwijk;2021;419
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM0579;Oegstgeest;2021;304
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM1525;Teylingen;2021;396
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM0629;Wassenaar;2021;203
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM0473;Zandvoort;2021;138
TotaalManVrouw;10200;2 jaar;Ongehuwd;GM0638;Zoeterwoude;2021;89
TotaalManVrouw;10200;2 jaar;Gehuwd;GM0484;Alphen aan den Rijn;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM0377;Bloemendaal;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM0392;Haarlem;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM0394;Haarlemmermeer;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM0397;Heemstede;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM0534;Hillegom;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM1884;Kaag en Braassem;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM0537;Katwijk;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM0546;Leiden;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM0547;Leiderdorp;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM1916;Leidschendam-Voorburg;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM0553;Lisse;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM0575;Noordwijk;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM0579;Oegstgeest;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM1525;Teylingen;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM0629;Wassenaar;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM0473;Zandvoort;2021;0
TotaalManVrouw;10200;2 jaar;Gehuwd;GM0638;Zoeterwoude;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM0484;Alphen aan den Rijn;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM0377;Bloemendaal;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM0392;Haarlem;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM0394;Haarlemmermeer;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM0397;Heemstede;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM0534;Hillegom;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM1884;Kaag en Braassem;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM0537;Katwijk;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM0546;Leiden;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM0547;Leiderdorp;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM1916;Leidschendam-Voorburg;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM0553;Lisse;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM0575;Noordwijk;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM0579;Oegstgeest;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM1525;Teylingen;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM0629;Wassenaar;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM0473;Zandvoort;2021;0
TotaalManVrouw;10200;2 jaar;Verweduwd;GM0638;Zoeterwoude;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM0484;Alphen aan den Rijn;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM0377;Bloemendaal;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM0392;Haarlem;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM0394;Haarlemmermeer;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM0397;Heemstede;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM0534;Hillegom;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM1884;Kaag en Braassem;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM0537;Katwijk;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM0546;Leiden;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM0547;Leiderdorp;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM1916;Leidschendam-Voorburg;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM0553;Lisse;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM0575;Noordwijk;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM0579;Oegstgeest;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM1525;Teylingen;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM0629;Wassenaar;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM0473;Zandvoort;2021;0
TotaalManVrouw;10200;2 jaar;Gescheiden;GM0638;Zoeterwoude;2021;0
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM0484;Alphen aan den Rijn;2021;1140
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM0377;Bloemendaal;2021;207
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM0392;Haarlem;2021;1780
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM0394;Haarlemmermeer;2021;1595
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM0397;Heemstede;2021;317
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM0534;Hillegom;2021;246
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM1884;Kaag en Braassem;2021;249
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM0537;Katwijk;2021;764
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM0546;Leiden;2021;1023
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM0547;Leiderdorp;2021;261
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM1916;Leidschendam-Voorburg;2021;775
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM0553;Lisse;2021;223
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM0575;Noordwijk;2021;422
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM0579;Oegstgeest;2021;298
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM1525;Teylingen;2021;396
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM0629;Wassenaar;2021;258
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM0473;Zandvoort;2021;145
TotaalManVrouw;10300;3 jaar;Totaal burgelijke staat;GM0638;Zoeterwoude;2021;74
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM0484;Alphen aan den Rijn;2021;1140
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM0377;Bloemendaal;2021;207
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM0392;Haarlem;2021;1780
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM0394;Haarlemmermeer;2021;1595
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM0397;Heemstede;2021;317
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM0534;Hillegom;2021;246
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM1884;Kaag en Braassem;2021;249
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM0537;Katwijk;2021;764
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM0546;Leiden;2021;1023
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM0547;Leiderdorp;2021;261
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM1916;Leidschendam-Voorburg;2021;775
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM0553;Lisse;2021;223
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM0575;Noordwijk;2021;422
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM0579;Oegstgeest;2021;298
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM1525;Teylingen;2021;396
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM0629;Wassenaar;2021;258
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM0473;Zandvoort;2021;145
TotaalManVrouw;10300;3 jaar;Ongehuwd;GM0638;Zoeterwoude;2021;74
TotaalManVrouw;10300;3 jaar;Gehuwd;GM0484;Alphen aan den Rijn;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM0377;Bloemendaal;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM0392;Haarlem;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM0394;Haarlemmermeer;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM0397;Heemstede;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM0534;Hillegom;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM1884;Kaag en Braassem;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM0537;Katwijk;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM0546;Leiden;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM0547;Leiderdorp;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM1916;Leidschendam-Voorburg;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM0553;Lisse;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM0575;Noordwijk;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM0579;Oegstgeest;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM1525;Teylingen;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM0629;Wassenaar;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM0473;Zandvoort;2021;0
TotaalManVrouw;10300;3 jaar;Gehuwd;GM0638;Zoeterwoude;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM0484;Alphen aan den Rijn;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM0377;Bloemendaal;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM0392;Haarlem;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM0394;Haarlemmermeer;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM0397;Heemstede;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM0534;Hillegom;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM1884;Kaag en Braassem;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM0537;Katwijk;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM0546;Leiden;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM0547;Leiderdorp;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM1916;Leidschendam-Voorburg;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM0553;Lisse;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM0575;Noordwijk;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM0579;Oegstgeest;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM1525;Teylingen;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM0629;Wassenaar;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM0473;Zandvoort;2021;0
TotaalManVrouw;10300;3 jaar;Verweduwd;GM0638;Zoeterwoude;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM0484;Alphen aan den Rijn;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM0377;Bloemendaal;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM0392;Haarlem;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM0394;Haarlemmermeer;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM0397;Heemstede;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM0534;Hillegom;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM1884;Kaag en Braassem;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM0537;Katwijk;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM0546;Leiden;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM0547;Leiderdorp;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM1916;Leidschendam-Voorburg;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM0553;Lisse;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM0575;Noordwijk;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM0579;Oegstgeest;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM1525;Teylingen;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM0629;Wassenaar;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM0473;Zandvoort;2021;0
TotaalManVrouw;10300;3 jaar;Gescheiden;GM0638;Zoeterwoude;2021;0
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM0484;Alphen aan den Rijn;2021;1154
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM0377;Bloemendaal;2021;226
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM0392;Haarlem;2021;1797
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM0394;Haarlemmermeer;2021;1624
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM0397;Heemstede;2021;338
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM0534;Hillegom;2021;202
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM1884;Kaag en Braassem;2021;291
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM0537;Katwijk;2021;761
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM0546;Leiden;2021;1070
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM0547;Leiderdorp;2021;311
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM1916;Leidschendam-Voorburg;2021;832
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM0553;Lisse;2021;216
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM0575;Noordwijk;2021;397
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM0579;Oegstgeest;2021;297
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM1525;Teylingen;2021;381
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM0629;Wassenaar;2021;220
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM0473;Zandvoort;2021;128
TotaalManVrouw;10400;4 jaar;Totaal burgelijke staat;GM0638;Zoeterwoude;2021;81
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM0484;Alphen aan den Rijn;2021;1154
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM0377;Bloemendaal;2021;226
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM0392;Haarlem;2021;1797
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM0394;Haarlemmermeer;2021;1624
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM0397;Heemstede;2021;338
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM0534;Hillegom;2021;202
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM1884;Kaag en Braassem;2021;291
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM0537;Katwijk;2021;761
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM0546;Leiden;2021;1070
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM0547;Leiderdorp;2021;311
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM1916;Leidschendam-Voorburg;2021;832
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM0553;Lisse;2021;216
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM0575;Noordwijk;2021;397
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM0579;Oegstgeest;2021;297
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM1525;Teylingen;2021;381
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM0629;Wassenaar;2021;220
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM0473;Zandvoort;2021;128
TotaalManVrouw;10400;4 jaar;Ongehuwd;GM0638;Zoeterwoude;2021;81
TotaalManVrouw;10400;4 jaar;Gehuwd;GM0484;Alphen aan den Rijn;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM0377;Bloemendaal;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM0392;Haarlem;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM0394;Haarlemmermeer;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM0397;Heemstede;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM0534;Hillegom;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM1884;Kaag en Braassem;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM0537;Katwijk;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM0546;Leiden;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM0547;Leiderdorp;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM1916;Leidschendam-Voorburg;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM0553;Lisse;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM0575;Noordwijk;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM0579;Oegstgeest;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM1525;Teylingen;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM0629;Wassenaar;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM0473;Zandvoort;2021;0
TotaalManVrouw;10400;4 jaar;Gehuwd;GM0638;Zoeterwoude;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM0484;Alphen aan den Rijn;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM0377;Bloemendaal;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM0392;Haarlem;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM0394;Haarlemmermeer;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM0397;Heemstede;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM0534;Hillegom;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM1884;Kaag en Braassem;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM0537;Katwijk;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM0546;Leiden;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM0547;Leiderdorp;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM1916;Leidschendam-Voorburg;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM0553;Lisse;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM0575;Noordwijk;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM0579;Oegstgeest;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM1525;Teylingen;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM0629;Wassenaar;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM0473;Zandvoort;2021;0
TotaalManVrouw;10400;4 jaar;Verweduwd;GM0638;Zoeterwoude;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM0484;Alphen aan den Rijn;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM0377;Bloemendaal;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM0392;Haarlem;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM0393;Haarlemmerliede en Spaarnwoude;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM0394;Haarlemmermeer;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM0397;Heemstede;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM0534;Hillegom;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM1884;Kaag en Braassem;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM0537;Katwijk;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM0546;Leiden;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM0547;Leiderdorp;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM1916;Leidschendam-Voorburg;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM0553;Lisse;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM0575;Noordwijk;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM0576;Noordwijkerhout;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM0579;Oegstgeest;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM1525;Teylingen;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM0629;Wassenaar;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM0473;Zandvoort;2021;0
TotaalManVrouw;10400;4 jaar;Gescheiden;GM0638;Zoeterwoude;2021;0
TotaalManVrouw;10500;5 jaar;Totaal burgelijke staat;GM0484;Alphen aan den Rijn;2021;1185
TotaalManVrouw;10500;5 jaar;Totaal burgelijke staat;GM0377;Bloemendaal;2021;243
TotaalManVrouw;10500;5 jaar;Totaal burgelijke staat;GM0392;Haarlem;2021;1872
